Send Rates,Block Size,Avg Latency,Throughput
70.3,200,1.02,69.9
80.4,10,0.07,80.2
80.4,20,0.14,80.1
80.2,30,0.25,69.3
80.3,40,0.29,80
80.3,50,0.36,79.9
80.3,60,0.51,70.9
80.4,70,0.56,69.8
80.3,80,0.71,71
80.2,90,0.75,69.2
80.3,100,0.8,79.4
80.3,110,0.91,69.3
80.3,120,1.05,70.9
80.4,130,0.89,69.3
80.3,140,1,69.4
80.4,150,0.94,69.4
80.3,160,0.94,69.1
80.3,170,0.95,69.6
80.4,180,0.99,69.8
80.4,190,0.87,69.6
80.4,200,0.87,69.8
90.4,10,0.07,90.1
90.4,20,0.13,90.1
90.3,30,0.22,76.6
90.4,40,0.28,89.8
90.4,50,0.35,89.8
90.4,60,0.48,78.3
90.3,70,0.53,77.1
90.4,80,0.68,78.1
90.3,90,0.7,76.4
90.3,100,0.77,89.2
90.2,110,0.89,76.6
90.4,120,1.01,77.9
90.3,130,0.88,81.6
90.3,140,0.92,80.6
90.2,150,0.9,81.1
90.4,160,0.9,80.9
90.4,170,0.87,80.6
90.3,180,0.91,80.5
90.4,190,0.87,81.2
90.3,200,0.85,81.3
100.5,10,0.06,100.1
100.3,20,0.13,100.1
100.4,30,0.21,83.7
100.4,40,0.26,99.8
100.3,50,0.33,99.5
100.3,60,0.46,85.7
100.4,70,0.5,84.1
100.3,80,0.7,85.5
100.4,90,0.68,83.4
100.4,100,0.69,99
100.4,110,0.88,83.6
100.3,120,0.89,85.1
100.4,130,0.77,96.9
100.4,140,0.86,96.8
100.4,150,0.93,96.4
100.3,160,0.78,96.8
100.4,170,0.78,96.8
100.4,180,0.79,97.1
100.4,190,0.8,95.7
100.4,200,0.76,97.2
110.5,10,0.11,110.1
110.4,20,0.13,110
110.4,30,0.22,90.6
110.4,40,0.25,110
110.4,50,0.31,109.6
110.4,60,0.43,92.3
110.5,70,0.47,91.1
110.2,80,0.66,92.4
110.2,90,0.62,90.3
110.4,100,0.83,96.3
110.4,110,0.83,90.5
110.4,120,0.86,92.3
110.1,130,0.96,95.8
110.4,140,0.95,96
110.5,150,0.89,96.2
110.4,160,0.89,95.7
110.4,170,0.85,96
110.3,180,1.2,97.3
110.4,190,0.85,96.6
110.5,200,0.84,96.6
120.4,10,0.07,120
120.5,20,0.19,97.7
120.5,30,0.2,96.9
120.4,40,0.34,99.2
120.4,50,0.41,99.8
120.3,60,0.44,99.1
120.5,70,0.49,97.5
120.4,80,0.67,98.8
120.4,90,0.64,97.1
120.4,100,0.72,118.9
120.2,110,0.93,97.1
120.2,120,0.92,99.2
120.5,130,0.86,98.2
120.2,140,1.58,97.1
120.4,150,0.94,96.6
120.4,160,0.87,97.6
120.4,170,0.85,97.2
120.4,180,0.88,97.9
120.4,190,0.81,97.2
120.4,200,0.81,97.4
130.5,10,0.1,103.3
130.5,20,0.12,130.1
130.6,30,0.22,103.4
130.2,40,0.31,105.3
130.4,50,0.3,129.8
130.5,60,0.42,105.5
130.5,70,0.49,104.2
130.2,80,0.7,105.4
130.4,90,0.65,102.8
130.5,100,0.68,128.3
130.1,110,0.81,102.9
130.5,120,0.83,105.4
130.5,130,0.84,119.9
130.2,140,1.03,119.9
130.3,150,0.87,120.1
130.5,160,0.94,120.6
130.5,170,0.83,120.5
130.4,180,0.8,120.2
130.5,190,0.81,121
130.7,200,0.81,121.4
140.5,10,0.14,109.6
140.5,20,0.18,110.3
140.6,30,0.26,109.8
140.5,40,0.24,139.6
140.6,50,0.39,112.6
140.6,60,0.43,111.8
140.5,70,0.46,110.2
140.4,80,0.74,111.8
140.5,90,0.59,109.2
140.4,100,0.86,116.5
140.4,110,1.12,109.4
140.5,120,0.84,111.3
140.4,130,0.74,121.3
140.4,140,0.94,120.5
140.3,150,1.02,121.7
140.4,160,0.88,122.1
140.5,170,0.89,121.1
140.6,180,0.81,121.4
140.4,190,0.82,122.1
140.4,200,0.87,122.4
150.5,10,0.21,115.4
150.6,20,0.2,116.1
150.6,30,0.22,115.6
150.5,40,0.33,117.7
150.7,50,0.41,118.7
150.6,60,0.43,117.6
150.4,70,0.46,116.4
150.4,80,1.39,115.6
150.2,90,0.68,114.5
150.3,100,0.98,121.4
150.6,110,0.89,114.8
150.3,120,0.8,117.7
150.7,130,0.83,120
150.4,140,0.91,122
150.5,150,1.07,120.3
150.6,160,0.85,120.7
150.5,170,0.95,120.4
150.5,180,0.86,120.6
150.4,190,0.89,121
150.5,200,1.02,121.1
160.5,10,0.5,157.9
160.5,20,0.22,122.1
160.6,30,0.26,121.3
160.3,40,0.31,158.6
160.5,50,0.41,124.6
160.7,60,0.47,123.7
160.5,70,0.58,120.8
160.5,80,1.61,119.5
160.4,90,1.16,120.5
160,100,1.26,124.2
160.2,110,1.96,118.1
160.5,120,1.13,124
160.3,130,0.8,122
160.6,140,1.17,122.3
159.7,150,2.89,119.5
160.7,160,1.34,120.8
160.5,170,1.03,121.3
160.5,180,1.23,120.6
159.5,190,0.94,121.7
160.6,200,0.97,122.2
170.8,10,1.66,126.2
169.5,20,0.39,126.2
170,30,0.32,126.2
170.5,40,0.44,128.4
170.6,50,0.48,129.8
170.6,60,0.53,128.8
151.9,70,1.16,115.9
168.9,80,2.07,123
170.6,90,0.97,124.9
170.5,100,1.76,128
169.6,110,2.26,121.2
170.4,120,0.87,129.5
170.2,130,0.91,162.3
170.8,140,0.9,161
170.4,150,1.4,159.4
159.1,160,2.51,118.7
170.6,170,1.54,156.6
170.4,180,1.9,156.3
170.3,190,1,161.7
170.7,200,1.22,160.4
180.3,10,1.73,130.5
180.6,20,0.42,131.3
180.6,30,0.9,131.3
180.8,40,0.81,131.1
179.8,50,0.81,132.9
180.5,60,0.75,132.4
180.6,70,0.79,131.7
180.1,80,1.89,128.2
180.3,90,2.07,128.8
180.2,100,2.32,129.5
179.4,110,2.44,125.5
180.8,120,1.27,131.5
180.5,130,1.07,160.2
180.5,140,1.24,160.3
180.1,150,1.42,158.9
180.5,160,2.59,156.4
179.7,170,2.33,158.5
180.8,180,1.51,159.7
180.5,190,1.08,161.3
180.4,200,1.43,160.9
190.4,10,1.59,135.1
189.9,20,1.44,135.9
190.5,30,0.88,136
189.7,40,1.15,137
190.5,50,1.04,137.6
190.5,60,0.86,136.7
190.5,70,1.33,135.2
190.1,80,2.61,125.8
190.6,90,1.85,132.6
186.4,100,2.64,130.6
186,110,2.35,129.4
190.5,120,1.22,135.4
187.7,130,1.2,162.5
190.1,140,1.27,161.8
190.5,150,1.47,162.2
171,160,3.02,140.2
189.9,170,2.56,159.9
190.2,180,2.13,162.8
177.5,190,3.17,142.5
187.8,200,1.41,160.8
200.8,10,2.29,137.8
200.4,20,1.59,141.1
200.6,30,1.34,140.4
199.4,40,1.19,140.3
200.2,50,1.37,142.4
200.4,60,1.55,139.4
200.7,70,1.44,139.7
197.9,80,2.26,135.2
199.2,90,2.1,136.3
189.1,100,2.7,134.6
187.1,110,3.15,130.6
200.3,120,1.65,139
200.4,130,2.04,156.6
200.6,140,1.94,161.9
196.9,150,2.43,161
193.2,160,2.9,159
200.9,170,2.23,154.9
199.8,180,2.01,157.2
200.6,190,2.11,160.4
195.5,200,2.31,161.8
