Send Rates,Block Size,Avg Latency,Throughput
70.3,550,1.09,61.7
70.2,560,1.1,61.5
70.4,570,1.08,61.4
70.3,580,1.07,69.6
70.3,590,1.06,61.2
70.2,600,1.08,61.3
70.3,610,1.07,61.5
70.3,620,1.06,69.9
70.2,630,1.07,61.4
70.3,640,1.08,61.2
70.3,650,1.09,61.7
70.2,660,1.09,61.7
70.3,670,1.17,69.3
70.3,680,1.13,69.5
70.3,690,1.13,69.4
70.3,700,1.15,61.7
70.2,710,1.11,69.4
70.3,720,1.1,61.7
70.3,730,1.11,61.3
70.3,740,1.11,61.4
70.3,750,1.05,61.4
70.3,760,1.1,61.4
70.3,770,1.1,61.4
70.3,780,1.09,61.2
70.3,790,1.05,69.5
70.3,800,1.12,61.6
75.3,10,0.12,65.6
75.3,20,0.15,75.1
75.3,30,0.26,65.4
75.3,40,0.33,74.9
75.2,50,0.51,67.6
75.3,60,0.62,67.1
75.3,70,0.61,65.9
75.4,80,0.76,67
75.3,90,0.78,65.2
75.4,100,0.96,70.6
75.3,110,0.96,65.1
75.2,120,1.11,66.9
75.3,130,1.02,68.7
75.3,140,1.04,69.7
75.2,150,1.09,69.3
75.3,160,1.02,69
75.3,170,1.01,69.5
75.3,180,1.1,68.9
75.3,190,1.03,69.6
75.3,200,1.02,69.2
75.3,210,1.03,69.3
75.3,220,1.03,69.5
75.3,230,1.02,69
75.3,240,1.03,69.4
75.4,250,1.05,69.7
75.3,260,1.03,69.3
75.3,270,1.02,69.3
75.3,280,1.03,69.2
75.3,290,1.02,69.3
75.3,300,1.03,69
75.3,310,1.04,69.5
75.3,320,1.05,69.4
75.3,330,1.01,68.4
75.3,340,1.04,69.1
75.3,350,1.02,69.2
75.3,360,1.02,69.4
75.3,370,1.03,68.8
75.3,380,1.06,69.3
75.4,390,1.05,69.6
75.4,400,1.04,69.8
75.3,410,1,69
75.3,420,1.04,69.3
75.4,430,1.04,69.2
75.3,440,1.01,69.3
75.3,450,1.02,69.5
75.3,460,1.04,69.2
75.3,470,1.05,69.6
75.3,480,1.02,69.1
75.2,490,1.03,69.6
75.3,500,1.02,69.2
75.3,510,1.01,69
75.2,520,1.01,69.3
75.3,530,1.05,69.9
75.3,540,1.01,69.3
75.3,550,1.03,69.3
75.3,560,1.03,69.6
75.3,570,1.04,69.5
75.4,580,1.02,69
75.2,590,1.05,69.7
75.3,600,1.04,69.2
75.3,610,1.04,69.2
75.4,620,1.04,69.3
75.3,630,1.01,68.6
75.2,640,1.02,69.4
75.3,650,1.11,69.1
75.3,660,1.05,69
75.3,670,1.06,69.6
75.3,680,1.1,69.4
75.4,690,1.1,69.2
75.3,700,1.08,69.5
75.3,710,1.04,68.7
75.3,720,1.03,69.3
75.2,730,1.04,69.5
75.3,740,1.05,69.5
75.3,750,1.02,69.3
75.3,760,1.04,69.5
75.4,770,1.04,69.7
75.4,780,1.02,69.8
75.3,790,1,69
75.2,800,1.05,69.2
80.4,10,0.12,69.3
80.4,20,0.22,69.8
80.2,30,0.29,69.2
80.3,40,0.32,79.8
80.2,50,0.5,71.4
80.3,60,0.57,70.8
80.3,70,0.59,69.5
80.4,80,0.74,70.7
80.3,90,0.79,69.3
80.4,100,0.84,79.3
80.3,110,0.91,69.2
80.3,120,1.07,70.9
80.3,130,0.93,68.8
80.3,140,0.92,70
80.3,150,0.96,69.4
80.3,160,0.97,69.3
80.4,170,0.92,68.9
80.3,180,0.98,69.6
80.4,190,0.93,69.3
80.4,200,0.92,69.5
80.3,210,0.95,69.7
80.3,220,0.92,69.6
80.3,230,0.93,69.4
80.3,240,0.91,79.9
80.3,250,0.92,69.6
80.3,260,0.9,68.9
80.3,270,0.95,69.3
80.3,280,0.93,69.2
80.3,290,0.92,69.4
80.4,300,0.91,68.9
80.3,310,0.92,69.5
80.4,320,0.93,69.1
80.4,330,0.93,69.6
80.2,340,0.95,70.3
80.4,350,0.92,69.7
80.3,360,0.93,69.6
80.3,370,0.92,70.2
80.4,380,0.91,69.1
80.3,390,0.96,69.5
80.4,400,0.95,69.8
80.4,410,0.93,70
80.4,420,0.95,69.9
80.3,430,0.94,69.4
80.3,440,0.92,69.2
80.3,450,0.91,69.2
80.3,460,0.94,69.7
80.2,470,0.92,69.9
80.3,480,0.94,69.7
80.3,490,0.93,69.7
80.3,500,0.94,69.9
80.3,510,0.92,69.4
80.3,520,0.87,79.7
80.3,530,0.9,68.8
80.3,540,0.93,69.9
80.3,550,0.94,69.8
80.4,560,0.9,68.9
80.4,570,0.92,69.1
80.3,580,0.91,69.9
80.3,590,0.93,69.1
80.3,600,0.94,69.3
80.4,610,0.92,69.1
80.3,620,0.93,69.9
80.2,630,0.94,69.7
80.4,640,0.92,69.5
80.3,650,0.96,69.5
80.3,660,0.96,69.7
80.4,670,1.03,69.2
80.4,680,0.94,69
80.4,690,0.95,70.1
80.4,700,0.98,70.2
80.3,710,0.97,69.2
80.2,720,0.97,69.7
80.3,730,0.95,69.7
80.4,740,0.94,69.8
80.3,750,0.92,69.1
80.4,760,0.92,69.4
80.4,770,0.94,70.1
80.4,780,0.92,69.2
80.3,790,0.92,69.4
80.3,800,0.95,69.8
85.4,10,0.09,73
85.4,20,0.15,85
85.4,30,0.25,73
85.3,40,0.3,84.8
85.4,50,0.5,75.1
85.4,60,0.55,74.5
85.3,70,0.64,73.2
85.4,80,0.71,74.7
85.3,90,0.73,72.9
85.3,100,0.9,78.3
85.4,110,0.93,72.9
85.3,120,1.01,74.5
85.3,130,0.89,82.3
85.4,140,0.93,79.2
85.4,150,0.98,79.3
85.3,160,0.97,80.2
85.4,170,0.89,82.2
85.4,180,0.97,79.8
85.4,190,0.95,79.6
85.3,200,0.9,81.8
85.3,210,0.89,81.8
85.3,220,0.89,81.7
85.3,230,0.89,82.2
85.4,240,0.88,82.6
85.2,250,0.88,81.3
85.3,260,0.94,79.2
85.4,270,0.89,81.8
85.4,280,0.95,79.7
85.3,290,0.88,81.5
85.3,300,0.96,79.8
85.3,310,0.88,81.7
85.4,320,0.89,81
85.3,330,0.9,81.8
85.4,340,0.95,81.8
85.3,350,0.86,81.3
85.4,360,0.86,81.7
85.4,370,0.91,81.7
85.4,380,0.89,82.1
85.4,390,0.95,80.1
85.4,400,0.88,81.7
85.4,410,0.96,79.6
85.3,420,0.89,81.7
85.4,430,0.95,79.4
85.4,440,0.88,81.8
85.4,450,0.88,81.5
85.2,460,0.89,82
85.4,470,0.88,82.3
85.4,480,0.88,81.7
85.3,490,0.89,81.8
85.4,500,0.95,79.8
85.3,510,0.94,79.7
85.3,520,0.95,79.9
85.3,530,0.96,79.6
85.2,540,0.87,81.4
85.3,550,0.96,79.5
85.3,560,0.88,81.8
85.3,570,0.93,79.7
85.4,580,0.87,81.7
85.3,590,0.89,81.8
85.3,600,0.86,81.3
85.3,610,0.88,81.8
85.3,620,0.94,79.8
85.4,630,0.95,79.4
85.3,640,0.87,81.4
85.4,650,0.99,79.3
85.3,660,0.95,79.6
85.2,670,0.94,81.8
85.4,680,0.96,81.5
85.4,690,0.97,79.4
85.2,700,0.94,79.2
85.3,710,0.98,79.6
85.4,720,1.07,80.2
85.4,730,0.9,81.6
85.2,740,0.88,82.1
85.4,750,0.88,81.8
85.4,760,0.93,79.4
85.4,770,0.87,81.7
85.3,780,0.97,79.1
85.3,790,0.93,79.9
85.4,800,0.95,79.6
90.4,10,0.12,76.4
90.3,20,0.19,77.1
90.4,30,0.27,76.1
90.4,40,0.4,77.9
90.3,50,0.38,89.5
90.4,60,0.53,78.1
90.4,70,0.57,77
90.3,80,0.7,78.2
90.3,90,0.75,76.3
90.3,100,0.9,81.9
90.4,110,0.91,76.3
90.5,120,1.04,78.2
90.3,130,0.91,80.4
90.3,140,0.89,81.9
90.3,150,0.89,80.8
90.3,160,0.91,79.8
90.3,170,0.93,81
90.3,180,0.94,80.4
90.3,190,0.92,79.8
90.2,200,0.92,81.3
90.4,210,0.9,79.9
90.4,220,0.91,80.4
90.4,230,0.93,81.4
90.4,240,0.91,79.3
90.4,250,0.9,79
90.3,260,0.89,80.8
90.3,270,0.9,81.4
90.4,280,0.9,80
90.4,290,0.91,81.4
90.4,300,0.9,79.6
90.3,310,0.93,79.6
90.3,320,0.92,80.8
90.3,330,0.91,81.4
90.3,340,0.96,79.8
90.3,350,0.91,81.2
90.4,360,0.89,80.4
90.3,370,0.9,80.2
90.2,380,0.93,81.1
90.3,390,0.95,80.2
90.3,400,0.92,80.8
90.4,410,0.9,80.7
90.3,420,0.9,79.6
90.4,430,0.91,80
90.4,440,0.93,81
90.2,450,0.9,81.1
90.4,460,0.92,80
90.4,470,0.94,80.4
90.4,480,0.91,79.8
90.3,490,0.92,80.8
90.3,500,0.92,80
90.4,510,0.92,81.6
90.3,520,0.92,80.5
90.4,530,0.9,81.2
90.4,540,0.89,80.5
90.4,550,0.91,80.5
90.4,560,0.9,80.6
90.4,570,0.92,81.9
90.4,580,0.91,79.9
90.2,590,0.91,81.2
90.3,600,0.91,80.4
90.4,610,0.91,80.5
90.4,620,0.91,81.4
90.3,630,0.91,80.1
90.2,640,0.91,81.1
90.4,650,0.94,79.8
90.5,660,0.92,80.3
90.3,670,1.04,80.7
90.3,680,1,80.8
90.3,690,0.96,80.4
90.4,700,0.92,79.9
90.4,710,0.93,81
90.2,720,0.97,81
90.4,730,0.92,80.1
90.2,740,0.9,80.8
90.4,750,0.92,80.5
90.3,760,0.93,81.1
90.3,770,0.91,81.1
90.4,780,0.92,81.8
90.3,790,0.92,80.5
90.4,800,0.93,81.6
95.3,10,0.12,80.1
95.4,20,0.19,80.5
95.4,30,0.25,79.9
95.4,40,0.36,82.2
95.3,50,0.45,82.5
95.3,60,0.51,82
95.4,70,0.56,80.7
95.3,80,0.67,82.1
95.4,90,0.7,80
95.4,100,0.89,85.8
95.4,110,0.87,80
95.4,120,0.98,81.9
95.3,130,0.88,80.8
95.4,140,0.87,81.6
95.4,150,0.89,81.8
95.4,160,0.88,81.6
95.4,170,0.88,80.8
95.3,180,0.92,80.8
95.3,190,0.86,80.7
95.5,200,0.89,81.4
95.5,210,0.84,80.3
95.4,220,0.86,81.2
95.4,230,0.86,80.8
95.4,240,0.86,81.1
95.3,250,0.84,81.5
95.5,260,0.85,81.7
95.3,270,0.86,80.8
95.3,280,0.85,81.6
95.5,290,0.82,79.7
95.3,300,0.83,80.9
95.3,310,0.87,81
95.3,320,0.87,80.9
95.5,330,0.85,80.4
95.3,340,0.89,81.2
95.4,350,0.85,81.3
95.3,360,0.85,80.9
95.4,370,0.83,80.9
95.4,380,1,82
95.4,390,0.87,81.3
95.2,400,0.84,81.3
95.4,410,0.86,80.7
95.2,420,0.83,81.4
95.3,430,0.91,81.5
95.4,440,0.87,81.1
95.3,450,0.84,80.2
95.4,460,0.84,80.7
95.3,470,0.82,80.7
95.4,480,0.89,81.9
95.3,490,0.87,81.5
95.4,500,0.85,81.3
95.4,510,0.88,81
95.5,520,0.86,81.4
95.4,530,0.85,81.1
95.4,540,0.84,80.8
95.4,550,0.85,81.2
95.4,560,0.84,80.6
95.3,570,0.85,81.3
95.4,580,0.86,81
95.4,590,0.84,80.5
95.4,600,0.88,81.6
95.4,610,0.87,81.3
95.3,620,0.86,80.3
95.3,630,0.82,80.4
95.4,640,0.85,80.4
95.4,650,0.95,80.4
95.2,660,0.88,80.8
95.3,670,0.91,81.6
95.4,680,0.92,81.4
95.5,690,0.87,81.3
95.4,700,0.91,81.1
95.2,710,1.02,81.1
95.3,720,0.92,82
95.4,730,0.84,80.2
95.4,740,0.83,80.3
95.4,750,0.85,81.4
95.4,760,0.86,81.6
95.3,770,0.86,81.1
95.4,780,0.86,81.4
95.4,790,0.85,81.5
95.4,800,0.87,81.3
100.4,10,0.1,83.5
100.4,20,0.19,84.2
100.5,30,0.26,83.4
100.3,40,0.36,85.4
100.4,50,0.46,86.1
100.4,60,0.5,85.3
100.3,70,0.53,83.9
100.1,80,0.65,85.3
100.4,90,0.7,83.6
100.5,100,0.87,89.3
100.4,110,0.84,83.4
100.3,120,0.98,85.3
100,130,0.81,97.4
100.4,140,0.84,97.8
100.3,150,0.83,97
100.3,160,0.84,96.6
100.3,170,0.81,96.9
100.2,180,0.88,96.9
100.4,190,0.83,96.5
100.4,200,0.82,97.4
100.3,210,0.82,95.9
100.4,220,0.83,97.2
100.3,230,0.82,96.2
100.3,240,0.83,96.9
100.4,250,0.81,97.4
100.4,260,0.81,96.4
100.4,270,0.81,97.9
100.4,280,0.83,97
100.2,290,0.81,97.3
100.4,300,0.79,96.7
100.5,310,0.85,96.8
100.5,320,0.82,96.9
100.4,330,0.83,96.4
100.4,340,0.83,97
100.4,350,0.82,97.5
100.4,360,0.79,95.2
100.5,370,0.82,96.6
100.4,380,0.81,98.4
100.2,390,0.84,97.8
100.4,400,0.83,97.6
100.4,410,0.82,97.9
100.4,420,0.81,96.1
100.5,430,0.82,97
100.5,440,0.84,95.5
100.5,450,0.8,98.5
100.4,460,0.8,96.9
100.2,470,0.8,97.4
100.4,480,0.8,96.9
100.3,490,0.83,96.2
100.5,500,0.83,96.6
100.3,510,0.78,98
100.5,520,0.82,96.9
100.4,530,0.81,96
100.4,540,0.82,96
100.4,550,0.79,97
100.4,560,0.81,97.4
100.2,570,0.8,97.4
100.4,580,0.8,97.4
100.3,590,0.81,97.5
100.4,600,0.79,97.1
100.4,610,0.8,96.1
100.3,620,0.84,95.9
100.3,630,0.82,97.1
100.5,640,0.84,96.1
100.4,650,0.89,97.2
100.5,660,0.84,97.4
100.4,670,1.09,97.3
100.3,680,0.87,97
100.3,690,0.85,96.4
100.5,700,0.82,96.2
100.3,710,0.83,97.5
100.4,720,0.85,96.9
100.4,730,0.82,96.8
100.4,740,0.8,96.6
100.3,750,0.8,98.3
100.4,760,0.83,97.7
100.4,770,0.8,97
100.3,780,0.81,96
100.3,790,0.82,96.2
100.4,800,0.8,97.9
105,10,0.1,104.8
105.4,20,0.2,87.3
105.5,30,0.23,86.8
105.4,40,0.35,88.9
105.5,50,0.46,89.7
105.1,60,0.5,89.1
105.3,70,0.53,87.4
105.4,80,0.64,89
105.3,90,0.7,87
105.4,100,0.85,92.9
105.4,110,0.91,86.7
105.5,120,1.02,88.8
105.3,130,0.86,97.2
105.5,140,1.01,94.3
105.5,150,0.89,96.5
105.4,160,0.88,96.9
105.3,170,0.88,96.4
105.4,180,0.94,98.3
105.4,190,0.88,98.2
105.4,200,0.88,96.8
105.5,210,0.88,97.5
105.3,220,0.88,97.1
105.4,230,0.86,98.3
105.5,240,0.87,98.7
105.5,250,0.87,96.9
105.4,260,0.85,96.5
105.5,270,0.86,97.6
105.5,280,0.81,97
105.4,290,0.89,97.1
105.5,300,0.86,97.6
105.4,310,0.92,96.7
105.5,320,0.86,97.4
105.2,330,0.83,98.1
105.5,340,0.88,97.2
105.5,350,0.88,97
105.5,360,0.84,98.2
105.4,370,0.85,97.5
105.4,380,0.87,97.4
105.4,390,0.87,97.6
105.5,400,0.82,97.7
105.5,410,0.8,97.4
105.2,420,0.81,98.1
105.5,430,0.88,96.3
105.4,440,0.87,97.8
105.5,450,0.85,96.7
105.5,460,0.97,94.8
105.4,470,0.88,97.2
105.3,480,0.88,97
105.4,490,0.87,97.5
105.3,500,0.85,98.2
105.4,510,0.85,96.7
105.2,520,0.86,98
105.2,530,0.85,96.9
105.3,540,0.84,97.2
105.2,550,0.87,96.9
105.5,560,0.86,97.3
105.4,570,0.85,97
105.4,580,0.87,96.8
105.5,590,0.84,96.3
105.5,600,0.95,95
105.5,610,0.83,98.3
105.3,620,0.84,97.7
105.4,630,0.88,96.4
105.4,640,0.91,97.5
105.3,650,0.96,98.3
105.5,660,0.87,98.2
105.4,670,0.94,97
105.4,680,0.88,97.7
105.2,690,0.87,97.2
105.5,700,0.86,96.7
105.5,710,0.85,97.5
105.5,720,1.08,96.3
105.4,730,0.95,96.1
105.4,740,0.84,97.1
105.3,750,0.88,96.9
105.5,760,0.92,97.1
105.5,770,0.87,97.8
105.3,780,0.87,96.7
105.2,790,0.86,97.5
105.3,800,0.86,97.8
110.4,10,0.13,90.3
110.5,20,0.2,91
110.5,30,0.24,90.2
110.6,40,0.38,92.1
110.4,50,0.43,92.9
110.5,60,0.49,92.1
110.2,70,0.54,91
110.5,80,0.64,92.4
110.4,90,0.68,90.3
110.3,100,0.7,108.9
110.4,110,0.81,90.2
110.1,120,0.97,91.7
110.1,130,0.95,96.8
110.5,140,0.94,95.6
110.4,150,0.91,96.5
110.2,160,0.99,95.5
110.5,170,0.96,96.7
110.4,180,0.95,95.8
110.2,190,1.06,96.8
110.4,200,0.96,97.1
110.5,210,0.92,97.2
110.3,220,0.96,96.5
110.4,230,0.93,95.8
110.3,240,0.94,95.8
110.4,250,0.91,96.7
110.3,260,0.92,96.6
110.4,270,0.91,97.1
110.2,280,0.95,96.5
110.3,290,0.93,95.7
110.5,300,0.92,95.5
110.3,310,0.97,96.4
110.4,320,0.92,95.3
110.3,330,1.03,96.1
110.3,340,0.96,96.5
110.5,350,0.92,96.2
110.5,360,0.92,95.7
110.4,370,0.94,96.3
110.3,380,0.9,96.3
110.5,390,0.93,96
110.4,400,0.97,96
110.5,410,0.96,97.3
110.5,420,0.93,97.2
110.4,430,0.91,96.7
110.4,440,0.91,96.2
110.5,450,0.93,97.1
110.4,460,0.92,96.3
110.5,470,0.91,95.8
110.3,480,0.95,95.9
110.4,490,0.92,95.3
110.1,500,0.95,96.4
110.4,510,0.92,97.1
110.4,520,0.92,96
110.4,530,0.93,95.5
110.4,540,0.89,96.4
110.4,550,0.92,95.5
110.4,560,0.91,96.2
110.5,570,0.93,97.6
110.5,580,0.93,96.5
110.5,590,0.92,96.1
110.4,600,0.93,96.8
110.4,610,0.93,96
110.4,620,0.93,97.9
110.3,630,0.94,95.7
110.2,640,0.94,95.9
110.5,650,1.06,94.7
110.3,660,0.93,97.1
110.2,670,0.97,96.4
110.4,680,1.05,95.8
110.4,690,0.94,96
110.5,700,0.95,96.6
110.5,710,0.91,95.5
110.4,720,0.96,95.2
110.4,730,0.92,95.2
110.5,740,0.93,96.2
110.5,750,0.89,96
110.4,760,0.95,96.3
110.3,770,0.92,96.5
110.3,780,0.98,95.6
110.3,790,0.94,96.4
110.4,800,0.93,96.4
115.3,10,0.1,93.4
115.2,20,0.19,94
115.4,30,0.25,93.4
115.6,40,0.38,95.7
115.5,50,0.48,96.1
115.4,60,0.5,95.5
115.4,70,0.58,94.2
115.4,80,0.68,95.6
115.5,90,0.7,93.6
115.2,100,0.87,99.4
115.5,110,0.85,93.9
115.5,120,1,95.3
115.4,130,0.9,97.1
115.3,140,0.97,96
115.2,150,1.03,97.6
115.4,160,1,97.4
115.2,170,1.03,97
115.6,180,1.03,95.9
115.5,190,1.07,96.3
115.4,200,0.95,96.8
115.2,210,0.95,97.5
115.5,220,0.94,95.6
115.2,230,0.95,96.3
115.4,240,0.96,97.2
115.5,250,0.95,97.6
115.4,260,0.95,96.4
115.4,270,0.96,97
115.5,280,0.94,96.5
115.5,290,0.96,96.4
115.4,300,0.94,97
115.2,310,0.99,98
115.5,320,0.95,96.8
115.3,330,0.96,97.3
115.4,340,0.95,96.3
115.6,350,0.99,96.5
115.4,360,0.92,96.8
115.2,370,0.96,96.1
115.4,380,1.01,97.4
115.3,390,0.93,96.7
115.3,400,1.18,97.2
115.5,410,0.97,96.5
115.4,420,0.96,96.5
115.4,430,0.97,96.4
115.6,440,0.96,95.9
115.2,450,0.96,98
115.3,460,0.96,96.1
115.5,470,0.93,97.4
115.4,480,0.97,97.5
115.4,490,0.96,96.3
115.4,500,0.97,95.9
115.4,510,0.94,96.5
115.3,520,0.95,96.1
115.5,530,0.97,96.4
115.3,540,0.95,97.4
115.3,550,0.97,96.6
115.5,560,0.96,95.4
115.4,570,0.94,96.5
115.4,580,0.95,96.7
115.5,590,0.92,96.8
115.4,600,0.96,96.3
115.1,610,0.96,96.8
115.3,620,0.93,96.6
115.5,630,0.92,96.3
115.4,640,0.93,96.8
115.3,650,1.12,96.6
115.3,660,0.97,97
115.4,670,1.11,96.9
115.3,680,1.15,97.8
115.5,690,1.01,97.3
115.4,700,0.98,97
115.3,710,0.95,96.8
115.6,720,1.01,96.4
115.5,730,0.99,97.7
115.3,740,0.95,96.6
115.6,750,0.97,97.9
115.4,760,0.97,94.8
115.5,770,1.04,97.3
115.5,780,0.86,96
115.3,790,0.95,95.7
115.5,800,0.98,96.4
120.3,10,0.14,96.9
120.4,20,0.19,97.3
120.4,30,0.23,96.6
120.4,40,0.37,99
120.3,50,0.42,98.9
120.1,60,0.49,98.9
120.5,70,0.52,97.5
120.4,80,0.63,98.7
120.4,90,0.65,97
120.6,100,0.85,103
120.4,110,0.79,96.4
120.6,120,0.94,98.4
120.5,130,0.89,97.4
120.6,140,0.9,96.5
120.4,150,0.94,98
120.2,160,0.92,97.5
120.6,170,0.88,97.6
120.2,180,0.91,97
120.4,190,0.9,97.5
120.2,200,0.9,97.6
120.4,210,0.86,96.8
120.5,220,0.85,97.5
120.4,230,0.91,97.8
120.2,240,0.9,97.6
120.5,250,0.88,97.6
120.6,260,0.91,97.4
120.3,270,0.88,98.4
120.4,280,0.88,96.7
120.3,290,0.87,97
120.3,300,0.94,97.9
120.5,310,0.93,97.3
120.4,320,0.88,97.5
120.3,330,0.87,96.1
120.2,340,0.91,97
120.3,350,0.9,97.4
120.5,360,0.88,117.4
120.4,370,0.9,96.3
120.4,380,0.9,97.3
120.3,390,0.94,96.9
120.5,400,1.37,117.4
120.4,410,0.87,96.9
120.4,420,0.89,97.1
120.4,430,0.89,97.2
120.6,440,0.83,117.9
120.3,450,0.91,97.8
120.6,460,0.84,96.6
120.4,470,0.9,96.4
120.5,480,0.9,97.5
120.2,490,0.91,97.1
120.5,500,0.88,96.9
120.5,510,0.9,98
120.3,520,0.86,98.1
120.5,530,0.89,97.2
120.4,540,0.89,96.6
120.3,550,0.89,96.8
120.5,560,0.88,96.8
120.5,570,0.87,97.1
120.5,580,0.89,97.5
120.3,590,0.89,96.7
120.4,600,0.86,117.7
120.3,610,0.9,98.4
120.1,620,1.08,98.2
120.4,630,0.9,97.3
120.4,640,0.87,96.7
120.5,650,0.97,96.7
120.5,660,0.92,97.3
120.3,670,0.97,97
120.4,680,0.93,96.8
120.4,690,0.91,96.7
120.4,700,0.9,97.3
120.4,710,0.89,96.8
120.2,720,0.97,97.7
120.4,730,0.95,97.2
120.4,740,0.87,96.2
120.5,750,0.87,97.8
120.6,760,0.89,96.5
120.4,770,0.87,117.8
120.6,780,0.9,97.2
120.4,790,0.88,96.4
120.4,800,0.92,96.9
125.5,10,0.22,100.2
125.6,20,0.27,100.6
125.3,30,0.29,100.1
125.3,40,0.38,102.1
125.5,50,0.45,102.7
125.5,60,0.49,101.9
125.2,70,0.54,100.6
125.3,80,0.63,102.1
125.4,90,0.67,99.9
125.5,100,0.88,106.4
125.4,110,0.78,100.1
125.4,120,0.98,100.4
125.2,130,0.87,119.2
125.6,140,0.97,120.8
125.4,150,0.94,117.5
125.5,160,1.07,119.5
125.3,170,0.93,119.5
125.5,180,0.9,117.7
125.3,190,0.92,120.7
125.5,200,0.93,119.8
125.4,210,0.93,119.4
125.5,220,0.9,120.2
125.3,230,0.88,120.4
125.4,240,0.88,119.3
125.5,250,0.9,119.3
125.6,260,0.89,118.9
125.7,270,0.93,119.5
125.5,280,0.94,119.8
125.4,290,0.9,119.2
125,300,0.87,118.9
125.4,310,0.93,119.8
125.5,320,0.92,119.3
125.5,330,0.91,118.7
125.3,340,0.91,120.4
125.7,350,0.89,119.4
125.4,360,0.89,120.4
125.4,370,0.9,119.9
125.4,380,0.95,119.2
125.5,390,0.89,118.8
125.4,400,0.96,119.5
125.5,410,0.92,118.5
125.5,420,0.93,120
125.3,430,0.93,118.6
125.3,440,0.9,119.7
125.3,450,0.89,120.4
125.6,460,0.9,121.1
125.6,470,0.9,119.7
125.4,480,0.85,118.7
125.6,490,0.91,121.4
125.5,500,0.89,119.7
125.5,510,0.91,121.5
125.5,520,0.91,120.5
125.3,530,0.87,120.1
125.5,540,0.89,120.5
125.5,550,0.95,119.1
125.7,560,0.92,119.1
125.4,570,0.92,118.4
125.5,580,0.94,120.6
125.4,590,0.88,119.7
125.2,600,0.91,119.3
125.2,610,0.89,120.3
125.6,620,0.91,119.5
125.2,630,0.88,121.2
125.5,640,0.89,121.2
125.6,650,1.04,119.9
125.5,660,0.91,119.4
125.2,670,1.14,118
125.6,680,1.02,117.8
125,690,0.94,121
125.7,700,0.94,119.1
125.5,710,0.91,119.6
125.4,720,0.98,119.8
125.2,730,0.94,119.1
125.5,740,0.88,118.7
125.3,750,0.93,120.3
125.5,760,0.92,119.3
125.5,770,0.9,119.3
125.2,780,0.91,120.4
125.5,790,0.89,119
125.3,800,0.91,120.5
130.6,10,0.22,103.1
130.2,20,0.21,103.5
130.5,30,0.26,103.1
130.5,40,0.42,104.4
130.2,50,0.44,105.3
129.9,60,0.47,104.6
130.3,70,0.53,104
130.4,80,0.63,105.1
130.2,90,0.64,103.1
130.5,100,0.87,109.6
130.5,110,0.81,103.2
130.4,120,0.89,105.5
130.4,130,0.89,119.5
130.3,140,0.95,119
130.2,150,1.07,120.2
130.6,160,0.98,119.7
130.3,170,1.04,120.2
130.5,180,0.96,120.2
130.3,190,0.95,119.5
130.2,200,0.97,119.1
130.3,210,0.86,119.8
130.3,220,0.92,119.1
130.2,230,0.89,120.6
130.5,240,0.91,119.5
130.6,250,0.88,119.9
130.5,260,0.9,119
126,270,1.33,97.7
130.4,280,0.92,120
130.3,290,0.88,119.8
130.3,300,0.88,119.5
130.4,310,0.98,119.3
130.5,320,0.92,120.8
130.3,330,0.95,120
130.7,340,0.92,120.3
130.5,350,0.88,121.3
130.5,360,0.93,120.5
130,370,0.9,120
130.5,380,0.94,120.7
130.2,390,0.95,121.6
130.5,400,0.93,120.1
130.6,410,0.89,119.8
130,420,0.95,119.9
130.6,430,0.97,120.1
130.4,440,0.92,120
130.7,450,0.9,119.1
130.3,460,0.89,119.2
130.1,470,0.91,120.1
130.4,480,0.87,119.7
130.5,490,0.93,120.6
130.4,500,0.91,120
130.5,510,0.91,120.5
130.3,520,0.95,119.9
130.5,530,0.93,118.9
130.6,540,0.88,120.8
130.5,550,0.91,120.4
130.2,560,0.93,120.2
130.5,570,0.89,119.1
130.6,580,0.94,119.9
130.5,590,0.92,120.1
130.5,600,0.9,120.9
130.6,610,0.93,119.5
130.4,620,0.91,119.7
130.3,630,0.92,121.4
130.5,640,0.92,119.6
130.7,650,1.33,117.9
130.5,660,0.97,119.8
130.5,670,1.06,120.1
129.8,680,1.03,119.8
130.5,690,0.93,119.8
130.3,700,0.97,118.6
130.5,710,0.91,118.8
130.4,720,1.02,118.7
130.4,730,0.94,119.9
130.3,740,0.89,119
130.2,750,0.89,119.1
130.5,760,0.89,119.6
130.4,770,0.91,120.4
130.5,780,0.95,121.2
130.4,790,0.93,119.7
130.5,800,0.91,121
135.5,10,1.39,105.1
134.7,20,0.28,106
135.4,30,1.35,104.8
135.6,40,0.43,107.9
135.6,50,0.47,109.1
135.5,60,0.5,108
135.2,70,0.55,106.2
135.3,80,0.63,108.2
135.4,90,0.62,106.2
135.4,100,1,112.1
135.1,110,0.8,106.3
135.5,120,0.88,108
135.4,130,0.88,121.3
135.1,140,1,121.3
135.4,150,0.97,120.7
135.2,160,0.9,120
135.4,170,1.35,119.5
135.2,180,1.05,121.3
135.4,190,0.89,120.5
135.5,200,0.9,122
135.3,210,0.86,120.2
135.5,220,0.88,122.1
135.3,230,0.87,120.6
135.6,240,0.86,120.9
135.4,250,0.89,120.6
135.6,260,0.9,118.9
135.4,270,0.89,120.2
135.5,280,0.91,120.2
