Time,Number
2014-09-07 19:00,34678
2014-09-07 19:05,35583
2014-09-07 19:10,35885
2014-09-07 19:15,32879
2014-09-07 19:20,33477
2014-09-07 19:25,31556
2014-09-07 19:30,29834
2014-09-07 19:35,29645
2014-09-07 19:40,31150
2014-09-07 19:45,29951
2014-09-07 19:50,29630
2014-09-07 19:55,27719
2014-09-07 20:00,30130
2014-09-07 20:05,31763
2014-09-07 20:10,30038
2014-09-07 20:15,31147
2014-09-07 20:20,24096
2014-09-07 20:25,30945
2014-09-07 20:30,28527
2014-09-07 20:35,26418
2014-09-07 20:40,32359
2014-09-07 20:45,29641
2014-09-07 20:50,27823
2014-09-07 20:55,31547
2014-09-07 21:00,31043
2014-09-07 21:05,30542
2014-09-07 21:10,27015
2014-09-07 21:15,28425
2014-09-07 21:20,30639
2014-09-07 21:25,28118
2014-09-07 21:30,24997
2014-09-07 21:35,27814
2014-09-07 21:40,23982
2014-09-07 21:45,24293
2014-09-07 21:50,24887
2014-09-07 21:55,23877
2014-09-07 22:00,23076
2014-09-07 22:05,24396
2014-09-07 22:10,27311
2014-09-07 22:15,26302
2014-09-07 22:20,21358
2014-09-07 22:25,24479
2014-09-07 22:30,20361
2014-09-07 22:35,21876
2014-09-07 22:40,23380
2014-09-07 22:45,23272
2014-09-07 22:50,22067
2014-09-07 22:55,23574
2014-09-07 23:00,21552
2014-09-07 23:05,20464
2014-09-07 23:10,18451
2014-09-07 23:15,20341
2014-09-07 23:20,19544
2014-09-07 23:25,19239
2014-09-07 23:30,17037
2014-09-07 23:35,19843
2014-09-07 23:40,14911
2014-09-07 23:45,17534
2014-09-07 23:50,14713
2014-09-07 23:55,13809
2014-09-08 00:00,13004
2014-09-08 00:05,14107
2014-09-08 00:10,16224
2014-09-08 00:15,13101
2014-09-08 00:20,12289
2014-09-08 00:25,13593
2014-09-08 00:30,12289
2014-09-08 00:35,13106
2014-09-08 00:40,11690
2014-09-08 00:45,13093
2014-09-08 00:50,10471
2014-09-08 00:55,10476
2014-09-08 01:00,9165
2014-09-08 01:05,7563
2014-09-08 01:10,8167
2014-09-08 01:15,9261
2014-09-08 01:20,7857
2014-09-08 01:25,6345
2014-09-08 01:30,7556
2014-09-08 01:35,8659
2014-09-08 01:40,6647
2014-09-08 01:45,6649
2014-09-08 01:50,5340
2014-09-08 01:55,4843
2014-09-08 02:00,4738
2014-09-08 02:05,4939
2014-09-08 02:10,3836
2014-09-08 02:15,4839
2014-09-08 02:20,2923
2014-09-08 02:25,3728
2014-09-08 02:30,4236
2014-09-08 02:35,5345
2014-09-08 02:40,3729
2014-09-08 02:45,4639
2014-09-08 02:50,3429
2014-09-08 02:55,3327
2014-09-08 03:00,3428
2014-09-08 03:05,3533
2014-09-08 03:10,4638
2014-09-08 03:15,4337
2014-09-08 03:20,5139
2014-09-08 03:25,3224
2014-09-08 03:30,4537
2014-09-08 03:35,6655
2014-09-08 03:40,4535
2014-09-08 03:45,5245
2014-09-08 03:50,4737
2014-09-08 03:55,6050
2014-09-08 04:00,4832
2014-09-08 04:05,4235
2014-09-08 04:10,4030
2014-09-08 04:15,6246
2014-09-08 04:20,5945
2014-09-08 04:25,4733
2014-09-08 04:30,5951
2014-09-08 04:35,5843
2014-09-08 04:40,4940
2014-09-08 04:45,7059
2014-09-08 04:50,5952
2014-09-08 04:55,6249
2014-09-08 05:00,6551
2014-09-08 05:05,8165
2014-09-08 05:10,10777
2014-09-08 05:15,8973
2014-09-08 05:20,10784
2014-09-08 05:25,9264
2014-09-08 05:30,10179
2014-09-08 05:35,13102
2014-09-08 05:40,10987
2014-09-08 05:45,12598
2014-09-08 05:50,10281
2014-09-08 05:55,11286
2014-09-08 06:00,12500
2014-09-08 06:05,10883
2014-09-08 06:10,10980
2014-09-08 06:15,14104
2014-09-08 06:20,14805
2014-09-08 06:25,14710
2014-09-08 06:30,16119
2014-09-08 06:35,14716
2014-09-08 06:40,11898
2014-09-08 06:45,14625
2014-09-08 06:50,16235
2014-09-08 06:55,18950
2014-09-08 07:00,17038
2014-09-08 07:05,19451
2014-09-08 07:10,20662
2014-09-08 07:15,20163
2014-09-08 07:20,20972
2014-09-08 07:25,21166
2014-09-08 07:30,22784
2014-09-08 07:35,22367
2014-09-08 07:40,24609
2014-09-08 07:45,23782
2014-09-08 07:50,20056
2014-09-08 07:55,22680
2014-09-08 08:00,21690
2014-09-08 08:05,21277
2014-09-08 08:10,26711
2014-09-08 08:15,24803
2014-09-08 08:20,25092
2014-09-08 08:25,29131
2014-09-08 08:30,26012
2014-09-08 08:35,24705
2014-09-08 08:40,20881
2014-09-08 08:45,22194
2014-09-08 08:50,27024
2014-09-08 08:55,26107
2014-09-08 09:00,23198
2014-09-08 09:05,24600
2014-09-08 09:10,24407
2014-09-08 09:15,22085
2014-09-08 09:20,23903
2014-09-08 09:25,24807
2014-09-08 09:30,26218
2014-09-08 09:35,25708
2014-09-08 09:40,27237
2014-09-08 09:45,26207
2014-09-08 09:50,23181
2014-09-08 09:55,25412
2014-09-08 10:00,24819
2014-09-08 10:05,22693
2014-09-08 10:10,27316
2014-09-08 10:15,25316
2014-09-08 10:20,25917
2014-09-08 10:25,28333
2014-09-08 10:30,25919
2014-09-08 10:35,25722
2014-09-08 10:40,23309
2014-09-08 10:45,22191
2014-09-08 10:50,25013
2014-09-08 10:55,21877
2014-09-08 11:00,21785
2014-09-08 11:05,23696
2014-09-08 11:10,22189
2014-09-08 11:15,19561
2014-09-08 11:20,19666
2014-09-08 11:25,21178
2014-09-08 11:30,21781
2014-09-08 11:35,21890
2014-09-08 11:40,20577
2014-09-08 11:45,22582
2014-09-08 11:50,20470
2014-09-08 11:55,18250
2014-09-08 12:00,20174
2014-09-08 12:05,19559
2014-09-08 12:10,18845
2014-09-08 12:15,19767
2014-09-08 12:20,18761
2014-09-08 12:25,19466
2014-09-08 12:30,20662
2014-09-08 12:35,20676
2014-09-08 12:40,21894
2014-09-08 12:45,21072
2014-09-08 12:50,20974
2014-09-08 12:55,18952
2014-09-08 13:00,20776
2014-09-08 13:05,22885
2014-09-08 13:10,20374
2014-09-08 13:15,22880
2014-09-08 13:20,18246
2014-09-08 13:25,24398
2014-09-08 13:30,22381
2014-09-08 13:35,21475
2014-09-08 13:40,21985
2014-09-08 13:45,22893
2014-09-08 13:50,22382
2014-09-08 13:55,19354
2014-09-08 14:00,18454
2014-09-08 14:05,21880
2014-09-08 14:10,23693
2014-09-08 14:15,22485
2014-09-08 14:20,22775
2014-09-08 14:25,20460
2014-09-08 14:30,24898
2014-09-08 14:35,24492
2014-09-08 14:40,24394
2014-09-08 14:45,24290
2014-09-08 14:50,23080
2014-09-08 14:55,20556
2014-09-08 15:00,25915
2014-09-08 15:05,23695
2014-09-08 15:10,25614
2014-09-08 15:15,27219
2014-09-08 15:20,24496
2014-09-08 15:25,30855
2014-09-08 15:30,26215
2014-09-08 15:35,28132
2014-09-08 15:40,29144
2014-09-08 15:45,26528
2014-09-08 15:50,27320
2014-09-08 15:55,28630
2014-09-08 16:00,28851
2014-09-08 16:05,27125
2014-09-08 16:10,29548
2014-09-08 16:15,30148
2014-09-08 16:20,32046
2014-09-08 16:25,27815
2014-09-08 16:30,32668
2014-09-08 16:35,36596
2014-09-08 16:40,30342
2014-09-08 16:45,31754
2014-09-08 16:50,27505
2014-09-08 16:55,29123
2014-09-08 17:00,35174
2014-09-08 17:05,32668
2014-09-08 17:10,33769
2014-09-08 17:15,33583
2014-09-08 17:20,32770
2014-09-08 17:25,35693
2014-09-08 17:30,33997
2014-09-08 17:35,35099
2014-09-08 17:40,35908
2014-09-08 17:45,35304
2014-09-08 17:50,35490
2014-09-08 17:55,38014
2014-09-08 18:00,36109
2014-09-08 18:05,34280
2014-09-08 18:10,33581
2014-09-08 18:15,40142
2014-09-08 18:20,37924
2014-09-08 18:25,33968
2014-09-08 18:30,37014
2014-09-08 18:35,38521
2014-09-08 18:40,35304
2014-09-08 18:45,36796
2014-09-08 18:50,33570
2014-09-08 18:55,35595
2014-09-08 19:00,38217
2014-09-08 19:05,34280
2014-09-08 19:10,34577
2014-09-08 19:15,35505
2014-09-08 19:20,34895
2014-09-08 19:25,35476
2014-09-08 19:30,35196
2014-09-08 19:35,34882
2014-09-08 19:40,35102
2014-09-08 19:45,37822
2014-09-08 19:50,35896
2014-09-08 19:55,37712
2014-09-08 20:00,34679
2014-09-08 20:05,34783
2014-09-08 20:10,31870
2014-09-08 20:15,39219
2014-09-08 20:20,34404
2014-09-08 20:25,36086
2014-09-08 20:30,33688
2014-09-08 20:35,30044
2014-09-08 20:40,33885
2014-09-08 20:45,33667
2014-09-08 20:50,33287
2014-09-08 20:55,31469
2014-09-08 21:00,35411
2014-09-08 21:05,30247
2014-09-08 21:10,31355
2014-09-08 21:15,31968
2014-09-08 21:20,29956
2014-09-08 21:25,29138
2014-09-08 21:30,28518
2014-09-08 21:35,30644
2014-09-08 21:40,27529
2014-09-08 21:45,28141
2014-09-08 21:50,25615
2014-09-08 21:55,28237
2014-09-08 22:00,27316
2014-09-08 22:05,26613
2014-09-08 22:10,26517
2014-09-08 22:15,27307
2014-09-08 22:20,24009
2014-09-08 22:25,29439
2014-09-08 22:30,22384
2014-09-08 22:35,21463
2014-09-08 22:40,23580
2014-09-08 22:45,24688
2014-09-08 22:50,24102
2014-09-08 22:55,20369
2014-09-08 23:00,25916
2014-09-08 23:05,21775
2014-09-08 23:10,21373
2014-09-08 23:15,20260
2014-09-08 23:20,18758
2014-09-08 23:25,17144
2014-09-08 23:30,17228
2014-09-08 23:35,18249
2014-09-08 23:40,16634
2014-09-08 23:45,16236
2014-09-08 23:50,13913
2014-09-08 23:55,13927
2014-09-09 00:00,13911
2014-09-09 00:05,13205
2014-09-09 00:10,16429
2014-09-09 00:15,12397
2014-09-09 00:20,13924
2014-09-09 00:25,13610
2014-09-09 00:30,11186
2014-09-09 00:35,11285
2014-09-09 00:40,10779
2014-09-09 00:45,11181
2014-09-09 00:50,10183
2014-09-09 00:55,8976
2014-09-09 01:00,10886
2014-09-09 01:05,9479
2014-09-09 01:10,7967
2014-09-09 01:15,6652
2014-09-09 01:20,7664
2014-09-09 01:25,6351
2014-09-09 01:30,6553
2014-09-09 01:35,5443
2014-09-09 01:40,6754
2014-09-09 01:45,7154
2014-09-09 01:50,6153
2014-09-09 01:55,3735
2014-09-09 02:00,5142
2014-09-09 02:05,4438
2014-09-09 02:10,5547
2014-09-09 02:15,2725
2014-09-09 02:20,4744
2014-09-09 02:25,3730
2014-09-09 02:30,3729
2014-09-09 02:35,3627
2014-09-09 02:40,4035
2014-09-09 02:45,4338
2014-09-09 02:50,2420
2014-09-09 02:55,3832
2014-09-09 03:00,3026
2014-09-09 03:05,4137
2014-09-09 03:10,3325
2014-09-09 03:15,3029
2014-09-09 03:20,3630
2014-09-09 03:25,4036
2014-09-09 03:30,4844
2014-09-09 03:35,3327
2014-09-09 03:40,3023
2014-09-09 03:45,3223
2014-09-09 03:50,4439
2014-09-09 03:55,3122
2014-09-09 04:00,3827
2014-09-09 04:05,3426
2014-09-09 04:10,3226
2014-09-09 04:15,4333
2014-09-09 04:20,3529
2014-09-09 04:25,5136
2014-09-09 04:30,4535
2014-09-09 04:35,4433
2014-09-09 04:40,4434
2014-09-09 04:45,5945
2014-09-09 04:50,5943
2014-09-09 04:55,5638
2014-09-09 05:00,5145
2014-09-09 05:05,5845
2014-09-09 05:10,6348
2014-09-09 05:15,6655
2014-09-09 05:20,7665
2014-09-09 05:25,9375
2014-09-09 05:30,9884
2014-09-09 05:35,9984
2014-09-09 05:40,9884
2014-09-09 05:45,11086
2014-09-09 05:50,8573
2014-09-09 05:55,10686
2014-09-09 06:00,11680
2014-09-09 06:05,11788
2014-09-09 06:10,12499
2014-09-09 06:15,16924
2014-09-09 06:20,13712
2014-09-09 06:25,16531
2014-09-09 06:30,16236
2014-09-09 06:35,15325
2014-09-09 06:40,13617
2014-09-09 06:45,17637
2014-09-09 06:50,16833
2014-09-09 06:55,17527
2014-09-09 07:00,17838
2014-09-09 07:05,18149
2014-09-09 07:10,19252
2014-09-09 07:15,20465
2014-09-09 07:20,21177
2014-09-09 07:25,24103
2014-09-09 07:30,22086
2014-09-09 07:35,23894
2014-09-09 07:40,24316
2014-09-09 07:45,22693
2014-09-09 07:50,22597
2014-09-09 07:55,21584
2014-09-09 08:00,22270
2014-09-09 08:05,26214
2014-09-09 08:10,26313
2014-09-09 08:15,28739
2014-09-09 08:20,26124
2014-09-09 08:25,29237
2014-09-09 08:30,26832
2014-09-09 08:35,26723
2014-09-09 08:40,27241
2014-09-09 08:45,27618
2014-09-09 08:50,25913
2014-09-09 08:55,26626
2014-09-09 09:00,27924
2014-09-09 09:05,24918
2014-09-09 09:10,28535
2014-09-09 09:15,26118
2014-09-09 09:20,27227
2014-09-09 09:25,26432
2014-09-09 09:30,25108
2014-09-09 09:35,25907
2014-09-09 09:40,28650
2014-09-09 09:45,24712
2014-09-09 09:50,28645
2014-09-09 09:55,25006
2014-09-09 10:00,22179
2014-09-09 10:05,25319
2014-09-09 10:10,26719
2014-09-09 10:15,26131
2014-09-09 10:20,24508
2014-09-09 10:25,27216
2014-09-09 10:30,26528
2014-09-09 10:35,26521
2014-09-09 10:40,27740
2014-09-09 10:45,23696
2014-09-09 10:50,24300
2014-09-09 10:55,25623
2014-09-09 11:00,26125
2014-09-09 11:05,22092
2014-09-09 11:10,25618
2014-09-09 11:15,21179
2014-09-09 11:20,22586
2014-09-09 11:25,19474
2014-09-09 11:30,20772
2014-09-09 11:35,21674
2014-09-09 11:40,22581
2014-09-09 11:45,23295
2014-09-09 11:50,23804
2014-09-09 11:55,23179
2014-09-09 12:00,18356
2014-09-09 12:05,19372
2014-09-09 12:10,21375
2014-09-09 12:15,22385
2014-09-09 12:20,20263
2014-09-09 12:25,21482
2014-09-09 12:30,22285
2014-09-09 12:35,23090
2014-09-09 12:40,23190
2014-09-09 12:45,20180
2014-09-09 12:50,22889
2014-09-09 12:55,22579
2014-09-09 13:00,24301
2014-09-09 13:05,19970
2014-09-09 13:10,25302
2014-09-09 13:15,21275
2014-09-09 13:20,24699
2014-09-09 13:25,23208
2014-09-09 13:30,25515
2014-09-09 13:35,24197
2014-09-09 13:40,24801
2014-09-09 13:45,26816
2014-09-09 13:50,28446
2014-09-09 13:55,27012
2014-09-09 14:00,24515
2014-09-09 14:05,26119
2014-09-09 14:10,25920
2014-09-09 14:15,27523
2014-09-09 14:20,29420
2014-09-09 14:25,25820
2014-09-09 14:30,28036
2014-09-09 14:35,30147
2014-09-09 14:40,29951
2014-09-09 14:45,26926
2014-09-09 14:50,32160
2014-09-09 14:55,28129
2014-09-09 15:00,27326
2014-09-09 15:05,22993
2014-09-09 15:10,31248
2014-09-09 15:15,28034
2014-09-09 15:20,31962
2014-09-09 15:25,31068
2014-09-09 15:30,33786
2014-09-09 15:35,30145
2014-09-09 15:40,34589
2014-09-09 15:45,34372
2014-09-09 15:50,38832
2014-09-09 15:55,37911
2014-09-09 16:00,35596
2014-09-09 16:05,35092
2014-09-09 16:10,34598
2014-09-09 16:15,33568
2014-09-09 16:20,34671
2014-09-09 16:25,32368
2014-09-09 16:30,38330
2014-09-09 16:35,42058
2014-09-09 16:40,37628
2014-09-09 16:45,34074
2014-09-09 16:50,36900
2014-09-09 16:55,36200
2014-09-09 17:00,34597
2014-09-09 17:05,32166
2014-09-09 17:10,40447
2014-09-09 17:15,42159
2014-09-09 17:20,41252
2014-09-09 17:25,42859
2014-09-09 17:30,39943
2014-09-09 17:35,36700
2014-09-09 17:40,39627
2014-09-09 17:45,40739
2014-09-09 17:50,44688
2014-09-09 17:55,45078
2014-09-09 18:00,43460
2014-09-09 18:05,40139
2014-09-09 18:10,40549
2014-09-09 18:15,40346
2014-09-09 18:20,39128
2014-09-09 18:25,40237
2014-09-09 18:30,43472
2014-09-09 18:35,45907
2014-09-09 18:40,43670
2014-09-09 18:45,41031
2014-09-09 18:50,39623
2014-09-09 18:55,40944
2014-09-09 19:00,41062
2014-09-09 19:05,38822
2014-09-09 19:10,46102
2014-09-09 19:15,46898
2014-09-09 19:20,42365
2014-09-09 19:25,46084
2014-09-09 19:30,40845
2014-09-09 19:35,36815
2014-09-09 19:40,39115
2014-09-09 19:45,40647
2014-09-09 19:50,42375
2014-09-09 19:55,40337
2014-09-09 20:00,43371
2014-09-09 20:05,37911
2014-09-09 20:10,40341
2014-09-09 20:15,41767
2014-09-09 20:20,40137
2014-09-09 20:25,42653
2014-09-09 20:30,42151
2014-09-09 20:35,40249
2014-09-09 20:40,40529
2014-09-09 20:45,43058
2014-09-09 20:50,42345
2014-09-09 20:55,40845
2014-09-09 21:00,38436
2014-09-09 21:05,33166
2014-09-09 21:10,37322
2014-09-09 21:15,42249
2014-09-09 21:20,37924
2014-09-09 21:25,39325
2014-09-09 21:30,36504
2014-09-09 21:35,33483
2014-09-09 21:40,37309
2014-09-09 21:45,35408
2014-09-09 21:50,33491
2014-09-09 21:55,32465
2014-09-09 22:00,33687
2014-09-09 22:05,31751
2014-09-09 22:10,30858
2014-09-09 22:15,32171
2014-09-09 22:20,29455
2014-09-09 22:25,34281
2014-09-09 22:30,30250
2014-09-09 22:35,27832
2014-09-09 22:40,30950
2014-09-09 22:45,32274
2014-09-09 22:50,29643
2014-09-09 22:55,28237
2014-09-09 23:00,26122
2014-09-09 23:05,22884
2014-09-09 23:10,22593
2014-09-09 23:15,29242
2014-09-09 23:20,26824
2014-09-09 23:25,25814
2014-09-09 23:30,24610
2014-09-09 23:35,22584
2014-09-09 23:40,22896
2014-09-09 23:45,21789
2014-09-09 23:50,19761
2014-09-09 23:55,20772
2014-09-10 00:00,19362
2014-09-10 00:05,19148
2014-09-10 00:10,16749
2014-09-10 00:15,17748
2014-09-10 00:20,16244
2014-09-10 00:25,18351
2014-09-10 00:30,14623
2014-09-10 00:35,13314
2014-09-10 00:40,17038
2014-09-10 00:45,16741
2014-09-10 00:50,12600
2014-09-10 00:55,12204
2014-09-10 01:00,12407
2014-09-10 01:05,14017
2014-09-10 01:10,11397
2014-09-10 01:15,11098
2014-09-10 01:20,10180
2014-09-10 01:25,9985
2014-09-10 01:30,11397
2014-09-10 01:35,9985
2014-09-10 01:40,7261
2014-09-10 01:45,7965
2014-09-10 01:50,8065
2014-09-10 01:55,8983
2014-09-10 02:00,7663
2014-09-10 02:05,6045
2014-09-10 02:10,6562
2014-09-10 02:15,6858
2014-09-10 02:20,5452
2014-09-10 02:25,5748
2014-09-10 02:30,4035
2014-09-10 02:35,4841
2014-09-10 02:40,4335
2014-09-10 02:45,5144
2014-09-10 02:50,4637
2014-09-10 02:55,3937
2014-09-10 03:00,3831
2014-09-10 03:05,5949
2014-09-10 03:10,4137
2014-09-10 03:15,3937
2014-09-10 03:20,3929
2014-09-10 03:25,4441
2014-09-10 03:30,4739
2014-09-10 03:35,4944
2014-09-10 03:40,4534
2014-09-10 03:45,3833
2014-09-10 03:50,4335
2014-09-10 03:55,5551
2014-09-10 04:00,4936
2014-09-10 04:05,4637
2014-09-10 04:10,4334
2014-09-10 04:15,6157
2014-09-10 04:20,5448
2014-09-10 04:25,5748
2014-09-10 04:30,3129
2014-09-10 04:35,5848
2014-09-10 04:40,4438
2014-09-10 04:45,4539
2014-09-10 04:50,4439
2014-09-10 04:55,5544
2014-09-10 05:00,3830
2014-09-10 05:05,6150
2014-09-10 05:10,6246
2014-09-10 05:15,5952
2014-09-10 05:20,7662
2014-09-10 05:25,8768
2014-09-10 05:30,9970
2014-09-10 05:35,7865
2014-09-10 05:40,9476
2014-09-10 05:45,10084
2014-09-10 05:50,9671
2014-09-10 05:55,10688
2014-09-10 06:00,11287
2014-09-10 06:05,12603
2014-09-10 06:10,12393
2014-09-10 06:15,16335
2014-09-10 06:20,14622
2014-09-10 06:25,14924
2014-09-10 06:30,15222
2014-09-10 06:35,14319
2014-09-10 06:40,16134
2014-09-10 06:45,16534
2014-09-10 06:50,14525
2014-09-10 06:55,14820
2014-09-10 07:00,13914
2014-09-10 07:05,20666
2014-09-10 07:10,18247
2014-09-10 07:15,19663
2014-09-10 07:20,18663
2014-09-10 07:25,20864
2014-09-10 07:30,21772
2014-09-10 07:35,21780
2014-09-10 07:40,21483
2014-09-10 07:45,22185
2014-09-10 07:50,20165
2014-09-10 07:55,22483
2014-09-10 08:00,21985
2014-09-10 08:05,23296
2014-09-10 08:10,28330
2014-09-10 08:15,27934
2014-09-10 08:20,25009
2014-09-10 08:25,27034
2014-09-10 08:30,27614
2014-09-10 08:35,25113
2014-09-10 08:40,28138
2014-09-10 08:45,27738
2014-09-10 08:50,25518
2014-09-10 08:55,26621
2014-09-10 09:00,24102
2014-09-10 09:05,30446
2014-09-10 09:10,24610
2014-09-10 09:15,28840
2014-09-10 09:20,24310
2014-09-10 09:25,28543
2014-09-10 09:30,26730
2014-09-10 09:35,28138
2014-09-10 09:40,24608
2014-09-10 09:45,25011
2014-09-10 09:50,24610
2014-09-10 09:55,25105
2014-09-10 10:00,23799
2014-09-10 10:05,25209
2014-09-10 10:10,29352
2014-09-10 10:15,26930
2014-09-10 10:20,24505
2014-09-10 10:25,25527
2014-09-10 10:30,24292
2014-09-10 10:35,27233
2014-09-10 10:40,26725
2014-09-10 10:45,25425
2014-09-10 10:50,23504
2014-09-10 10:55,26522
2014-09-10 11:00,24509
2014-09-10 11:05,24911
2014-09-10 11:10,24307
2014-09-10 11:15,26929
2014-09-10 11:20,23503
2014-09-10 11:25,25820
2014-09-10 11:30,25517
2014-09-10 11:35,25017
2014-09-10 11:40,21280
2014-09-10 11:45,22485
2014-09-10 11:50,23602
2014-09-10 11:55,22187
2014-09-10 12:00,21062
2014-09-10 12:05,21169
2014-09-10 12:10,22490
2014-09-10 12:15,23997
2014-09-10 12:20,21779
2014-09-10 12:25,19672
2014-09-10 12:30,21171
2014-09-10 12:35,23796
2014-09-10 12:40,24102
2014-09-10 12:45,22086
2014-09-10 12:50,22692
2014-09-10 12:55,21785
2014-09-10 13:00,23295
2014-09-10 13:05,24208
2014-09-10 13:10,26318
2014-09-10 13:15,27231
2014-09-10 13:20,25619
2014-09-10 13:25,25205
2014-09-10 13:30,23396
2014-09-10 13:35,25318
2014-09-10 13:40,25319
2014-09-10 13:45,22587
2014-09-10 13:50,23192
2014-09-10 13:55,25519
2014-09-10 14:00,24492
2014-09-10 14:05,24608
2014-09-10 14:10,25101
2014-09-10 14:15,26114
2014-09-10 14:20,26818
2014-09-10 14:25,25306
2014-09-10 14:30,29021
2014-09-10 14:35,26316
2014-09-10 14:40,28844
2014-09-10 14:45,28140
2014-09-10 14:50,28123
2014-09-10 14:55,27013
2014-09-10 15:00,25808
2014-09-10 15:05,29649
2014-09-10 15:10,32766
2014-09-10 15:15,33183
2014-09-10 15:20,30461
2014-09-10 15:25,32377
2014-09-10 15:30,30560
2014-09-10 15:35,31656
2014-09-10 15:40,31674
2014-09-10 15:45,30151
2014-09-10 15:50,29848
2014-09-10 15:55,33977
2014-09-10 16:00,33774
2014-09-10 16:05,34995
2014-09-10 16:10,34687
2014-09-10 16:15,32076
2014-09-10 16:20,37913
2014-09-10 16:25,36093
2014-09-10 16:30,40829
2014-09-10 16:35,34084
2014-09-10 16:40,35200
2014-09-10 16:45,36298
2014-09-10 16:50,36085
2014-09-10 16:55,36201
2014-09-10 17:00,37415
2014-09-10 17:05,41055
2014-09-10 17:10,40342
2014-09-10 17:15,44779
2014-09-10 17:20,39747
2014-09-10 17:25,41661
2014-09-10 17:30,39944
2014-09-10 17:35,41334
2014-09-10 17:40,39834
2014-09-10 17:45,43466
2014-09-10 17:50,40850
2014-09-10 17:55,46984
2014-09-10 18:00,44472
2014-09-10 18:05,42550
2014-09-10 18:10,45786
2014-09-10 18:15,44189
2014-09-10 18:20,46596
2014-09-10 18:25,46692
2014-09-10 18:30,47704
2014-09-10 18:35,41050
2014-09-10 18:40,43270
2014-09-10 18:45,44261
2014-09-10 18:50,43955
2014-09-10 18:55,41757
2014-09-10 19:00,47506
2014-09-10 19:05,46101
2014-09-10 19:10,43276
2014-09-10 19:15,46494
2014-09-10 19:20,44388
2014-09-10 19:25,43677
2014-09-10 19:30,43476
2014-09-10 19:35,45785
2014-09-10 19:40,44472
2014-09-10 19:45,48311
2014-09-10 19:50,42064
2014-09-10 19:55,47503
2014-09-10 20:00,44162
2014-09-10 20:05,45381
2014-09-10 20:10,41952
2014-09-10 20:15,47197
2014-09-10 20:20,45693
2014-09-10 20:25,47800
2014-09-10 20:30,46795
2014-09-10 20:35,41239
2014-09-10 20:40,44267
2014-09-10 20:45,43070
2014-09-10 20:50,41443
2014-09-10 20:55,38419
2014-09-10 21:00,46701
2014-09-10 21:05,38630
2014-09-10 21:10,40047
2014-09-10 21:15,38423
2014-09-10 21:20,37621
2014-09-10 21:25,36817
2014-09-10 21:30,40636
2014-09-10 21:35,41746
2014-09-10 21:40,40845
2014-09-10 21:45,39834
2014-09-10 21:50,38931
2014-09-10 21:55,35403
2014-09-10 22:00,36701
2014-09-10 22:05,39132
2014-09-10 22:10,31471
2014-09-10 22:15,35292
2014-09-10 22:20,37919
2014-09-10 22:25,37203
2014-09-10 22:30,35494
2014-09-10 22:35,33872
2014-09-10 22:40,32659
2014-09-10 22:45,31677
2014-09-10 22:50,31562
2014-09-10 22:55,28440
2014-09-10 23:00,34099
2014-09-10 23:05,28941
2014-09-10 23:10,25619
2014-09-10 23:15,26919
2014-09-10 23:20,26012
2014-09-10 23:25,22891
2014-09-10 23:30,24189
2014-09-10 23:35,25101
2014-09-10 23:40,24506
2014-09-10 23:45,23091
2014-09-10 23:50,25717
2014-09-10 23:55,20876
2014-09-11 00:00,23002
2014-09-11 00:05,21886
2014-09-11 00:10,18970
2014-09-11 00:15,18362
2014-09-11 00:20,20975
2014-09-11 00:25,19859
2014-09-11 00:30,15624
2014-09-11 00:35,18356
2014-09-11 00:40,16429
2014-09-11 00:45,16442
2014-09-11 00:50,16435
2014-09-11 00:55,15229
2014-09-11 01:00,15031
2014-09-11 01:05,14821
2014-09-11 01:10,11799
2014-09-11 01:15,12303
2014-09-11 01:20,12301
2014-09-11 01:25,9381
2014-09-11 01:30,9277
2014-09-11 01:35,9476
2014-09-11 01:40,7564
2014-09-11 01:45,8470
2014-09-11 01:50,7970
2014-09-11 01:55,8169
2014-09-11 02:00,8473
2014-09-11 02:05,7266
2014-09-11 02:10,7064
2014-09-11 02:15,6055
2014-09-11 02:20,5852
2014-09-11 02:25,5848
2014-09-11 02:30,4337
2014-09-11 02:35,6152
2014-09-11 02:40,4638
2014-09-11 02:45,4538
2014-09-11 02:50,5042
2014-09-11 02:55,5345
2014-09-11 03:00,4941
2014-09-11 03:05,5039
2014-09-11 03:10,5249
2014-09-11 03:15,4238
2014-09-11 03:20,4339
2014-09-11 03:25,4949
2014-09-11 03:30,5341
2014-09-11 03:35,4639
2014-09-11 03:40,3934
2014-09-11 03:45,4235
2014-09-11 03:50,4134
2014-09-11 03:55,6253
2014-09-11 04:00,5646
2014-09-11 04:05,4639
2014-09-11 04:10,5849
2014-09-11 04:15,3530
2014-09-11 04:20,3627
2014-09-11 04:25,4031
2014-09-11 04:30,6448
2014-09-11 04:35,6249
2014-09-11 04:40,4738
2014-09-11 04:45,6645
2014-09-11 04:50,7147
2014-09-11 04:55,5847
2014-09-11 05:00,4736
2014-09-11 05:05,7460
2014-09-11 05:10,4540
2014-09-11 05:15,5143
2014-09-11 05:20,3130
2014-09-11 05:25,2222
2014-09-11 05:30,2416
2014-09-11 05:35,2118
2014-09-11 05:40,1915
2014-09-11 05:45,2721
2014-09-11 05:50,2421
2014-09-11 05:55,15423
2014-09-11 06:00,11493
2014-09-11 06:05,8970
2014-09-11 06:10,10683
